3002, 72946181, 5768
3002, 24380874, 1849
3002, 72946181, 5773
3002, 24380874, 1850
3002, 72684040, 5773
3002, 24315339, 1850
3002, 72946181, 5773
3002, 24380874, 1850
3002, 72421893, 5773
3002, 24249802, 1850
3002, 72421893, 5772
3002, 24249802, 1850
3002, 72356357, 5769
3002, 24249802, 1849
3002, 71897601, 5781
3002, 24053193, 1853
3002, 72159745, 5773
3002, 24184265, 1850
3002, 72618497, 5768
3002, 24315337, 1849
3002, 72684033, 5773
3002, 24315337, 1850
3002, 74977792, 5773
3002, 25036233, 1850
3002, 76812800, 5773
3002, 25626057, 1850
3002, 78713337, 5772
3002, 26215879, 1850
3002, 80482816, 5773
3002, 26805705, 1850
3002, 82645501, 5773
3002, 27461064, 1850
3002, 84218364, 5769
3002, 27985352, 1849
3002, 86053372, 5772
3002, 28575176, 1850
3002, 88150520, 5772
3002, 29230534, 1850
3002, 89985532, 5768
3002, 29820360, 1849
3002, 92279288, 5769
3002, 30541254, 1849
3002, 94376441, 5773
3002, 31196615, 1850
3002, 96276981, 5773
3002, 31786437, 1850
3002, 97784312, 5772
3002, 32310726, 1850
3002, 100143608, 5773
3002, 33031622, 1850
3002, 101978616, 5772
3002, 33621446, 1850
3002, 104403445, 5772
3002, 34407877, 1850
3002, 105976312, 5773
3002, 34866630, 1850
3002, 108335605, 5776
3002, 35653061, 1851
3002, 110105077, 5773
3002, 36177349, 1850
3002, 112529908, 5769
3002, 36963781, 1849
3002, 114364912, 5773
3002, 37553604, 1850
3002, 117445105, 5768
3002, 38536644, 1849
3002, 119280113, 5772
3002, 39126468, 1850
3002, 121442797, 5772
3002, 39781827, 1850
3002, 123015661, 5765
3002, 40306115, 1848
3002, 125571565, 5773
3002, 41092547, 1850
3002, 126947821, 5773
3002, 41551299, 1850
3002, 129044973, 5773
3002, 42206659, 1850
3002, 130879980, 5773
3002, 42796483, 1850
3002, 132714985, 5777
3002, 43386306, 1852
3002, 135598572, 5773
3002, 44303811, 1850
3002, 138220008, 5773
3002, 45090241, 1850
3002, 140251621, 5765
3002, 45745600, 1848
3002, 142086633, 5773
3002, 46335426, 1850
3002, 144249321, 5773
3002, 47056322, 1850
3002, 145560040, 5773
3002, 47449537, 1850
3002, 148181477, 5773
3002, 48301504, 1850
3002, 149492197, 5773
3002, 48694720, 1850
3002, 151589349, 5773
3002, 49350080, 1850
3002, 154145253, 5769
3002, 50136512, 1849
3002, 155980257, 5773
3002, 50726335, 1850
3002, 158142949, 5772
3002, 51447232, 1850
3002, 160240097, 5769
3002, 52102591, 1849
3002, 162075105, 5772
3002, 52692415, 1850
3002, 164631009, 5765
3002, 53478847, 1848
3002, 166007269, 5772
3002, 53937600, 1850
3002, 168104413, 5772
3002, 54592958, 1850
3002, 170398180, 5769
3002, 55313856, 1849
3002, 173085149, 5772
3002, 56165822, 1850
3002, 174854621, 5772
3002, 56755646, 1850
3002, 177017309, 5773
3002, 57411006, 1850
3002, 178786781, 5772
3002, 58000830, 1850
3002, 181408224, 5773
3002, 58787263, 1850
3002, 181146077, 5772
3002, 58721726, 1850
3002, 182784477, 5772
3002, 59246014, 1850
3002, 185143773, 5772
3002, 59966910, 1850
3002, 186978780, 5772
3002, 60556733, 1850
3002, 189338077, 5773
3002, 61343166, 1850
3002, 191959513, 5773
3002, 62129597, 1850
3002, 193728984, 5772
3002, 62719420, 1850
3002, 196350424, 5765
3002, 63571388, 1848
3002, 197464533, 5773
3002, 63899067, 1850
3002, 199758293, 5772
3002, 64619963, 1850
3002, 202445269, 5768
3002, 65471931, 1849
3002, 204804565, 5773
3002, 66258363, 1850
3002, 206639576, 5769
3002, 66782652, 1849
3002, 209523157, 5772
3002, 67700155, 1850
3002, 211030477, 5769
3002, 68224441, 1849
3002, 213389781, 5772
3002, 68945339, 1850
3002, 215028177, 5784
3002, 69469626, 1854
3002, 216797649, 5769
3002, 70059450, 1849
3002, 219222481, 5773
3002, 70780346, 1850
3002, 221319632, 5772
3002, 71435706, 1850
3002, 223678928, 5769
3002, 72222138, 1849
3002, 225513933, 5768
3002, 72811961, 1849
3002, 227611085, 5772
3002, 73467321, 1850
3002, 230166992, 5769
3002, 74253754, 1849
3002, 231543245, 5772
3002, 74712505, 1850
3002, 233640397, 5765
3002, 75367865, 1848
3002, 236261836, 5769
3002, 76219832, 1849
3002, 238293453, 5765
3002, 76875193, 1848
3002, 240390604, 5769
3002, 77530552, 1849
3002, 242553289, 5769
3002, 78185911, 1849
3002, 244322764, 5772
3002, 78775736, 1850
3002, 246682061, 5765
3002, 79496633, 1848
3002, 249303500, 5768
3002, 80348600, 1849
3002, 251990469, 5769
3002, 81200566, 1849
3002, 254022093, 5765
3002, 81855929, 1848
3002, 255922629, 5769
3002, 82445750, 1849
3002, 258281928, 5768
3002, 83166647, 1849
3002, 260313541, 5757
3002, 83822006, 1845
3002, 262214085, 5768
3002, 84411830, 1849
3002, 264507845, 5780
3002, 85132726, 1853
3002, 266342853, 5772
3002, 85722550, 1850
3002, 267915713, 5769
3002, 86246837, 1849
3002, 270340545, 5768
3002, 87033269, 1849
3002, 273420737, 5768
3002, 88016309, 1849
3002, 274534849, 5769
3002, 88343989, 1849
3002, 275517888, 5769
3002, 88671669, 1849
3002, 276828605, 5765
3002, 89064884, 1848
3002, 277418432, 5772
3002, 89261493, 1850
3002, 277680576, 5765
3002, 89327029, 1848
3002, 278401472, 5757
3002, 89589173, 1845
3002, 278467008, 5757
3002, 89589173, 1845
3002, 279253437, 5745
3002, 89851316, 1841
3002, 279974336, 5740
3002, 90047925, 1840
3002, 280302016, 5932
3002, 90178997, 1901
3002, 281022905, 6012
3002, 90375602, 1926
3002, 281612728, 6061
3002, 90572210, 1942
3002, 282071488, 6089
